,discount,price,no of items,location,segment,sub-class,delivery type,profit
3858,0.2,668.16,9,West,Corporate,colddrinks,Standard Class,75.168
3859,0.0,323.1,2,West,Corporate,laptop,Standard Class,61.388999999999996
3860,0.2,72.744,7,South,Corporate,chocolates,Standard Class,-12.7302
3861,0.2,22.511999999999997,3,South,Corporate,laptop,Standard Class,2.2512
3862,0.2,131.10399999999998,2,South,Corporate,pants,Standard Class,8.193999999999999
3863,0.2,53.352,3,South,Corporate,shorts,Standard Class,16.0056
3864,0.2,4.728,3,South,Corporate,chocolates,Standard Class,0.7092
3865,0.2,54.38399999999999,2,East,Consumer,chocolates,Second Class,1.3596
3866,0.2,19.872,3,East,Corporate,watch,Standard Class,6.7068
3867,0.0,239.9,2,Central,Consumer,colddrinks,First Class,71.97
3868,0.0,195.64,4,Central,Consumer,phone,First Class,91.9508
3869,0.0,7.92,8,West,Corporate,chocolates,Second Class,3.4848
3870,0.2,12.672,3,Central,Home Office,laptop,Standard Class,-3.168
3871,0.0,21.56,7,West,Consumer,tablet,Standard Class,10.3488
3872,0.0,106.96,2,West,Consumer,battery,Standard Class,31.0184
3873,0.0,355.96,2,East,Home Office,battery,Standard Class,103.2284
3874,0.4,1548.99,9,East,Corporate,hoodies,Standard Class,-464.69699999999995
3875,0.0,28.9,5,East,Home Office,phone,Standard Class,14.161
3876,0.2,24.816,2,Central,Consumer,laptop,Standard Class,1.551
3877,0.0,68.52,3,West,Consumer,phone,Standard Class,31.5192
3878,0.0,56.3,2,South,Corporate,television,Standard Class,15.764000000000001
3879,0.0,116.4,8,Central,Corporate,headset,Second Class,52.38
3880,0.2,5.888,2,Central,Consumer,charger,Standard Class,-1.3248
3881,0.2,3.488,2,Central,Consumer,lighting,Standard Class,0.5668
3882,0.2,152.688,2,Central,Consumer,laptop,Standard Class,-26.7204
3883,0.0,364.8,12,South,Corporate,headset,Second Class,167.808
3884,0.0,76.3,5,South,Corporate,headset,Second Class,38.15
3885,0.0,6.36,2,East,Consumer,charger,Standard Class,0.0636
3886,0.0,60.64,4,South,Corporate,headset,Second Class,27.8944
3887,0.8,3.656,4,Central,Consumer,headset,Standard Class,-5.8496
3888,0.6,14.76,5,Central,Consumer,shorts,Standard Class,-11.439
3889,0.2,487.98400000000004,2,West,Consumer,headset,Standard Class,152.495
3890,0.2,287.88,3,West,Consumer,colddrinks,Standard Class,35.985
3891,0.0,271.44,3,West,Consumer,watch,Standard Class,122.148
3892,0.2,2548.56,6,West,Consumer,sweets,Standard Class,286.71299999999997
3893,0.0,74.94,3,West,Consumer,laptop,Standard Class,14.2386
3894,0.0,94.74,3,South,Corporate,headset,Second Class,44.5278
3895,0.7,19.776,4,East,Consumer,headset,First Class,-13.8432
3896,0.0,105.42,2,South,Consumer,watch,Standard Class,51.6558
3897,0.32,532.3992,3,Central,Home Office,pants,Standard Class,-46.9764
3898,0.2,547.136,4,East,Corporate,shorts,Standard Class,-68.392
3899,0.0,4899.93,7,Central,Corporate,fastfood,Standard Class,2302.9671
3900,0.0,9.68,2,Central,Corporate,shorts,Standard Class,3.7752
3901,0.0,45.92,4,West,Consumer,lighting,Standard Class,21.5824
3902,0.2,19.936,4,West,Consumer,headset,Standard Class,7.2268
3903,0.2,883.84,4,West,Corporate,tshirts,Standard Class,99.432
3904,0.2,7.712000000000001,2,West,Consumer,shorts,Standard Class,1.7352
3905,0.2,9.216000000000001,4,South,Consumer,tablet,Standard Class,3.3408
3906,0.2,111.984,2,West,Consumer,colddrinks,Standard Class,11.1984
3907,0.2,14.04,3,West,Consumer,television,Standard Class,1.5795
3908,0.7,590.058,7,West,Consumer,pants,Standard Class,-786.7439999999999
3909,0.0,21.56,7,East,Corporate,tablet,First Class,10.3488
3910,0.0,12.96,2,East,Corporate,phone,First Class,6.2208
3911,0.0,132.79,7,East,Corporate,phone,First Class,63.7392
3912,0.2,27.168000000000003,2,East,Consumer,television,First Class,2.7168
3913,0.7,479.98800000000006,4,East,Consumer,sweets,First Class,-383.9904
3914,0.2,106.23200000000001,7,West,Consumer,phone,Standard Class,37.1812
3915,0.2,371.168,4,Central,Home Office,colddrinks,Standard Class,41.7564
3916,0.2,10.368,2,South,Consumer,phone,Standard Class,3.6288
3917,0.0,160.98,1,Central,Corporate,pants,Standard Class,20.9274
3918,0.2,113.32799999999999,9,Central,Home Office,watch,Standard Class,35.415
3919,0.0,212.64,6,East,Consumer,phone,Second Class,99.9408
3920,0.3,275.058,3,Central,Home Office,tshirts,Standard Class,-90.3762
3921,0.4,51.588,1,East,Consumer,hoodies,Standard Class,-15.4764
3922,0.0,22.2,5,East,Consumer,lighting,Standard Class,10.434000000000001
3923,0.0,9.96,2,West,Home Office,phone,Standard Class,4.8804
3924,0.2,449.56800000000004,2,East,Consumer,pants,Standard Class,56.196000000000005
3925,0.0,73.98,2,Central,Corporate,colddrinks,Standard Class,19.9746
3926,0.0,843.9,2,East,Consumer,chocolates,Standard Class,371.316
3927,0.0,275.88,6,South,Consumer,shorts,Second Class,46.8996
3928,0.0,17.94,3,West,Consumer,phone,Second Class,8.073
3929,0.0,12.6,3,West,Consumer,phone,Second Class,6.1739999999999995
3930,0.2,1199.96,5,West,Consumer,fastfood,Second Class,224.9925
3931,0.0,414.96,2,East,Home Office,battery,Standard Class,124.488
3932,0.0,3.28,1,Central,Corporate,television,Standard Class,0.9512
3933,0.0,17.34,3,Central,Corporate,phone,Standard Class,8.4966
3934,0.0,157.9,5,South,Consumer,headset,Second Class,74.21300000000001
3935,0.0,6.16,2,South,Corporate,shorts,Standard Class,1.9712
3936,0.0,5.04,4,Central,Corporate,lighting,Second Class,0.2016
3937,0.2,319.968,4,West,Consumer,colddrinks,Second Class,35.9964
3938,0.0,120.15,9,West,Consumer,television,Standard Class,33.641999999999996
3939,0.2,12.224,2,Central,Consumer,watch,Standard Class,4.4312
3940,0.2,97.42399999999999,2,South,Corporate,tshirts,First Class,10.9602
3941,0.0,12.6,4,West,Corporate,tablet,Standard Class,6.047999999999999
3942,0.0,39.0,3,West,Corporate,chocolates,Standard Class,17.55
3943,0.0,22.68,2,East,Consumer,phone,Second Class,11.1132
3944,0.1,164.646,3,East,Consumer,tshirts,Second Class,12.8058
3945,0.2,219.18400000000003,2,West,Consumer,colddrinks,Standard Class,19.1786
3946,0.2,232.4,5,East,Consumer,headset,Second Class,78.435
3947,0.0,152.8,5,Central,Home Office,headset,First Class,76.4
3948,0.7,26.064,6,East,Consumer,headset,Second Class,-19.9824
3949,0.2,47.983999999999995,2,East,Consumer,chocolates,Second Class,0.5998
3950,0.0,44.46,2,West,Corporate,shorts,Standard Class,14.6718
3951,0.0,25.08,6,West,Consumer,shorts,Standard Class,9.0288
3952,0.0,16.9,5,West,Consumer,television,Standard Class,6.252999999999999
3953,0.0,36.4,5,West,Corporate,shorts,Second Class,13.832
3954,0.2,45.04,2,Central,Consumer,television,First Class,4.504
3955,0.2,110.352,3,West,Corporate,colddrinks,Second Class,8.2764
3956,0.8,2.772,7,Central,Consumer,headset,Standard Class,-4.851
3957,0.2,198.27200000000002,8,West,Consumer,phone,Standard Class,61.96
3958,0.0,173.94,6,South,Consumer,colddrinks,Second Class,50.4426
3959,0.0,7.78,2,West,Consumer,battery,Standard Class,2.0228
3960,0.0,14.94,3,West,Consumer,tablet,Standard Class,6.8724
3961,0.0,1325.85,5,West,Consumer,laptop,Standard Class,238.653
3962,0.0,6.48,1,West,Consumer,phone,Standard Class,3.1104
3963,0.0,999.98,2,Central,Home Office,fastfood,Second Class,449.991
3964,0.0,113.92,4,East,Consumer,shorts,Standard Class,42.1504
3965,0.2,19.92,5,West,Consumer,phone,Standard Class,6.723
3966,0.0,1619.91,9,East,Consumer,chocolates,Standard Class,97.1946
3967,0.0,6.48,1,East,Consumer,phone,Standard Class,3.1104
3968,0.0,32.75,5,West,Home Office,phone,Standard Class,15.065
3969,0.3,70.686,1,East,Consumer,tshirts,Same Day,-24.2352
3970,0.2,37.376,8,East,Consumer,television,Same Day,4.672
3971,0.4,485.94,2,East,Consumer,colddrinks,Same Day,-89.089
3972,0.2,86.304,6,West,Consumer,television,Standard Class,9.7092
3973,0.2,247.104,6,West,Consumer,laptop,Standard Class,-58.6872
3974,0.0,41.86,7,East,Consumer,phone,Standard Class,20.5114
3975,0.7,14.832,3,East,Home Office,headset,First Class,-10.3824
3976,0.0,271.44,3,West,Corporate,watch,Second Class,122.148
3977,0.7,1598.058,7,South,Consumer,headset,Second Class,-1065.372
3978,0.7,482.34,4,East,Corporate,sweets,Standard Class,-337.63800000000003
3979,0.0,18.54,2,Central,Home Office,phone,Standard Class,8.7138
3980,0.0,3.64,2,Central,Home Office,television,Standard Class,1.0192
3981,0.0,19.44,3,Central,Home Office,phone,Standard Class,9.3312
3982,0.2,2676.672,9,West,Home Office,tshirts,Standard Class,267.6672
3983,0.0,114.2,5,West,Home Office,phone,Second Class,52.532
3984,0.0,146.73,3,West,Home Office,laptop,Second Class,2.9346
3985,0.2,2.96,1,East,Corporate,shorts,Standard Class,0.777
3986,0.0,1913.4,9,West,Home Office,hoodies,Second Class,401.814
3987,0.2,2003.92,5,West,Home Office,tshirts,Second Class,125.245
3988,0.0,63.96,4,South,Corporate,headset,Standard Class,30.7008
3989,0.0,61.68,4,South,Corporate,laptop,Standard Class,16.6536
3990,0.0,13.9,5,West,Home Office,television,Standard Class,5.56
3991,0.6,6.688,4,Central,Consumer,shorts,Same Day,-4.0128
3992,0.2,55.424,2,West,Consumer,headset,Standard Class,19.3984
3993,0.2,8.096,2,West,Consumer,headset,Standard Class,2.7324
3994,0.0,32.4,5,West,Home Office,phone,Second Class,15.552
3995,0.2,36.96,4,South,Consumer,television,Second Class,12.012
3996,0.2,10.752,4,East,Home Office,headset,Standard Class,3.36
3997,0.2,36.784,2,East,Home Office,chocolates,Standard Class,10.5754
3998,0.0,85.96,7,Central,Corporate,phone,Standard Class,40.4012
3999,0.0,1799.75,5,East,Consumer,colddrinks,Second Class,539.925
4000,0.1,384.17400000000004,7,East,Consumer,tshirts,Second Class,29.8802
4001,0.0,17.94,3,East,Consumer,watch,Second Class,8.7906
4002,0.1,361.764,2,East,Consumer,tshirts,Standard Class,68.3332
4003,0.0,39.96,4,East,Consumer,colddrinks,Standard Class,10.3896
4004,0.1,364.41,5,East,Consumer,tshirts,Standard Class,8.097999999999999
4005,0.2,16.448,2,East,Home Office,phone,Standard Class,5.5512
4006,0.0,28.44,3,East,Consumer,shorts,Standard Class,11.376
4007,0.0,184.66,7,East,Home Office,phone,Second Class,84.9436
4008,0.2,9.344,2,South,Consumer,television,Standard Class,1.168
4009,0.2,105.584,2,South,Consumer,colddrinks,Standard Class,9.2386
4010,0.7,95.97,5,South,Consumer,headset,Standard Class,-73.577
4011,0.2,77.952,3,South,Consumer,shorts,Standard Class,12.6672
4012,0.15,359.499,3,West,Consumer,pants,Standard Class,-29.6058
4013,0.2,590.352,6,East,Corporate,headset,Standard Class,206.6232
4014,0.7,8.226,3,South,Consumer,headset,Standard Class,-6.0324
4015,0.0,8.96,2,West,Corporate,phone,Second Class,4.3904
4016,0.2,206.112,6,West,Consumer,shorts,Standard Class,48.9516
4017,0.0,283.92,4,South,Consumer,tshirts,Standard Class,70.98
4018,0.2,24.448,2,West,Consumer,headset,First Class,8.8624
4019,0.0,7.86,2,West,Consumer,lighting,First Class,3.6156
4020,0.2,348.92800000000005,2,West,Consumer,tshirts,Standard Class,34.8928
4021,0.0,23.0,2,Central,Consumer,headset,First Class,10.35
4022,0.0,125.99,1,Central,Consumer,colddrinks,First Class,31.4975
4023,0.0,175.23,11,Central,Consumer,chocolates,First Class,61.3305
4024,0.2,110.52799999999999,4,West,Home Office,headset,Standard Class,38.6848
4025,0.0,8.22,3,East,Consumer,television,Standard Class,2.2194
4026,0.7,10.332,3,East,Consumer,headset,Standard Class,-7.5768
4027,0.2,85.056,3,West,Consumer,phone,Standard Class,28.7064
4028,0.5,364.95,5,West,Consumer,hoodies,Standard Class,-248.166
4029,0.2,54.92,5,West,Consumer,shorts,Standard Class,10.984000000000002
4030,0.2,52.416000000000004,9,West,Consumer,shorts,Standard Class,15.0696
4031,0.2,58.08,4,West,Consumer,chocolates,Standard Class,-6.534
4032,0.2,4.224,3,West,Consumer,television,Standard Class,0.4752
4033,0.7,69.57600000000001,4,West,Consumer,pants,Standard Class,-143.7904
4034,0.2,27.695999999999998,3,West,Consumer,phone,Standard Class,9.6936
4035,0.2,22.368000000000002,4,Central,Consumer,chocolates,Standard Class,6.4308
4036,0.0,152.94,3,South,Consumer,battery,Standard Class,41.2938
4037,0.0,15.52,4,West,Consumer,watch,Second Class,7.4496
4038,0.0,3.76,2,South,Corporate,headset,Second Class,1.8048
4039,0.0,37.88,2,East,Home Office,headset,Standard Class,18.94
4040,0.0,19.44,3,East,Home Office,phone,Standard Class,9.3312
4041,0.0,36.24,1,West,Consumer,chocolates,First Class,15.2208
4042,0.0,248.85,5,West,Consumer,chocolates,First Class,27.3735
4043,0.2,29.2,5,West,Consumer,headset,First Class,9.855
4044,0.2,494.376,3,West,Consumer,colddrinks,First Class,49.4376
4045,0.0,9.96,2,West,Consumer,tablet,Second Class,4.5816
4046,0.0,134.48,4,West,Corporate,battery,Standard Class,34.9648
4047,0.0,12.96,2,West,Corporate,phone,Standard Class,6.2208
4048,0.0,25.76,7,West,Consumer,charger,First Class,0.5152
4049,0.0,299.94,6,West,Consumer,chocolates,First Class,128.9742
4050,0.0,97.88,2,West,Corporate,phone,Second Class,48.94
4051,0.0,32.4,5,West,Corporate,phone,Second Class,15.876
4052,0.0,360.38,2,West,Consumer,laptop,Standard Class,93.6988
4053,0.0,166.5,3,West,Consumer,shorts,Standard Class,21.645
4054,0.0,36.44,4,West,Consumer,phone,Second Class,16.398
4055,0.2,13.12,5,West,Consumer,television,Standard Class,1.148
4056,0.7,12.828,2,South,Consumer,headset,Standard Class,-8.9796
4057,0.0,2.21,1,West,Consumer,television,Second Class,0.5967
4058,0.2,159.984,2,Central,Consumer,chocolates,Same Day,35.9964
4059,0.0,191.96,2,Central,Corporate,tshirts,Standard Class,32.6332
4060,0.0,801.96,2,Central,Corporate,hoodies,Standard Class,200.49
4061,0.0,3.9,2,Central,Corporate,television,Standard Class,1.521
4062,0.0,34.02,3,Central,Corporate,phone,First Class,16.6698
4063,0.2,15.696,3,West,Corporate,phone,Standard Class,5.1012
4064,0.0,236.0,4,West,Corporate,chocolates,Standard Class,40.12
4065,0.0,221.96,2,West,Corporate,laptop,Standard Class,4.4392
4066,0.0,2.61,1,Central,Corporate,tablet,Standard Class,1.2006
4067,0.2,1718.4,6,Central,Home Office,colddrinks,Second Class,150.36
4068,0.0,12.96,2,West,Corporate,phone,Same Day,6.2208
4069,0.0,773.94,6,East,Consumer,colddrinks,First Class,224.4426
4070,0.2,6.688,2,East,Consumer,headset,First Class,2.3408
4071,0.2,21.36,5,East,Consumer,headset,First Class,7.209
4072,0.0,79.92,4,West,Consumer,shorts,Standard Class,28.7712
4073,0.0,2.61,1,West,Consumer,tablet,First Class,1.2006
4074,0.2,46.343999999999994,3,Central,Consumer,laptop,Same Day,4.6344
4075,0.2,360.712,11,Central,Home Office,phone,Second Class,130.7581
4076,0.0,1.78,1,South,Consumer,television,Standard Class,0.4984
4077,0.2,119.96,5,Central,Home Office,colddrinks,Second Class,11.995999999999999
4078,0.0,25.92,4,South,Consumer,phone,Standard Class,12.4416
4079,0.0,196.62,2,South,Consumer,tablet,First Class,96.3438
4080,0.2,25.488000000000003,2,East,Consumer,chocolates,Standard Class,4.4604
4081,0.0,3.96,2,West,Consumer,lighting,First Class,0.0
4082,0.0,5.76,2,West,Consumer,tablet,Standard Class,2.8224
4083,0.8,53.088,7,Central,Consumer,battery,Standard Class,-108.8304
4084,0.0,542.94,3,East,Corporate,tshirts,Standard Class,141.1644
4085,0.0,26.4,5,East,Corporate,phone,Standard Class,12.672
4086,0.0,134.99,1,East,Corporate,colddrinks,Standard Class,36.4473
4087,0.0,56.3,2,West,Home Office,television,Standard Class,15.764000000000001
4088,0.0,44.75,5,East,Corporate,phone,Standard Class,20.585
4089,0.0,27.36,9,East,Corporate,television,Standard Class,9.3024
4090,0.0,184.66,7,East,Home Office,phone,Same Day,84.9436
4091,0.0,41.28,6,East,Home Office,phone,Same Day,18.9888
4092,0.2,799.9839999999999,2,East,Home Office,fastfood,Same Day,249.995
4093,0.0,7.31,1,East,Home Office,tablet,Same Day,3.4357
4094,0.0,101.94,6,South,Consumer,chocolates,Standard Class,21.4074
4095,0.0,20.65,5,West,Consumer,tablet,Standard Class,9.499
4096,0.0,8.04,6,East,Corporate,television,Standard Class,2.7336
4097,0.0,99.98,2,East,Corporate,chocolates,Standard Class,42.9914
4098,0.0,59.99,7,West,Consumer,shorts,Standard Class,21.5964
4099,0.2,26.336,4,East,Consumer,headset,Standard Class,9.2176
4100,0.2,55.176,3,East,Home Office,chocolates,Standard Class,15.8631
4101,0.4,110.376,4,East,Home Office,colddrinks,Standard Class,-20.2356
4102,0.0,1564.29,13,East,Corporate,laptop,Standard Class,406.7154
4103,0.0,44.4,3,West,Consumer,tablet,Standard Class,22.2
4104,0.2,1013.488,7,West,Consumer,tshirts,Second Class,76.0116
4105,0.0,109.9,5,West,Corporate,shorts,Standard Class,37.366
4106,0.2,64.86399999999999,4,South,Consumer,battery,Standard Class,6.4864
4107,0.2,451.13599999999997,4,South,Consumer,pants,Standard Class,-67.6704
4108,0.2,14.272,8,South,Consumer,shorts,Standard Class,4.2816
4109,0.0,7.56,6,East,Consumer,lighting,Standard Class,0.3024
4110,0.0,316.0,4,South,Corporate,chocolates,Standard Class,31.6
4111,0.2,153.56799999999998,2,West,Consumer,tshirts,Second Class,-5.7588
4112,0.0,31.36,4,South,Corporate,headset,Second Class,15.68
4113,0.0,12.96,2,West,Consumer,phone,Standard Class,6.2208
4114,0.0,9.21,3,East,Corporate,television,First Class,2.3025
4115,0.0,56.7,5,West,Home Office,phone,Standard Class,27.783
4116,0.2,43.12,5,East,Corporate,headset,Second Class,15.092
4117,0.0,125.36,8,South,Home Office,watch,Standard Class,58.9192
4118,0.0,29.99,1,East,Home Office,chocolates,Standard Class,13.1956
4119,0.0,1270.99,1,South,Home Office,headset,Standard Class,635.495
4120,0.0,23.36,2,East,Corporate,watch,Second Class,11.68
4121,0.2,15.552,3,Central,Consumer,phone,Second Class,5.4432
4122,0.2,109.59200000000001,1,West,Home Office,colddrinks,Standard Class,8.2194
4123,0.5,626.1,3,Central,Consumer,hoodies,Standard Class,-538.446
4124,0.8,1.7280000000000002,3,Central,Consumer,headset,Standard Class,-2.6784
4125,0.2,1439.9679999999998,4,Central,Consumer,colddrinks,Standard Class,143.9968
4126,0.0,18.0,5,East,Corporate,phone,First Class,8.28
4127,0.2,156.512,4,Central,Corporate,phone,Standard Class,52.8228
4128,0.2,435.168,4,West,Consumer,tshirts,Second Class,-59.8356
4129,0.0,26.01,9,West,Consumer,tablet,First Class,12.2247
4130,0.2,50.784,2,West,Consumer,headset,First Class,17.7744
4131,0.0,305.01,9,West,Consumer,laptop,First Class,76.2525
4132,0.2,17.456,2,West,Consumer,headset,Standard Class,5.8914
4133,0.0,39.68,2,West,Corporate,television,Second Class,10.3168
4134,0.0,428.68,7,East,Corporate,laptop,Second Class,0.0
4135,0.0,45.98,1,East,Corporate,shorts,Second Class,7.8166
4136,0.4,313.722,3,East,Corporate,hoodies,Second Class,-99.3453
4137,0.0,48.58,1,West,Consumer,pants,Second Class,7.7728
4138,0.0,322.59,3,East,Home Office,shorts,Standard Class,64.518
4139,0.0,371.97,3,East,Home Office,chocolates,Standard Class,66.9546
4140,0.2,11.648,2,West,Consumer,headset,Second Class,4.2224
4141,0.0,106.05,7,Central,Corporate,headset,Standard Class,49.8435
4142,0.0,1565.88,6,Central,Corporate,pants,Standard Class,407.1288
4143,0.2,25.92,5,Central,Consumer,phone,Standard Class,9.072000000000001
4144,0.6,23.076,3,Central,Consumer,shorts,Standard Class,-10.9611
